date,sales
05-02-2013,18
05-02-2013,9
05-02-2013,17
06-02-2013,15
06-02-2013,10
06-02-2013,15
06-02-2013,6
06-02-2013,7
06-02-2013,8
06-02-2013,12
07-02-2013,13
07-02-2013,16
07-02-2013,13
07-02-2013,13
07-02-2013,15
07-02-2013,11
07-02-2013,19
07-02-2013,22
08-02-2013,13
08-02-2013,10
08-02-2013,13
08-02-2013,15
08-02-2013,14
08-02-2013,8
08-02-2013,11
08-02-2013,20
09-02-2013,20
09-02-2013,20
09-02-2013,14
09-02-2013,15
09-02-2013,13
09-02-2013,14
09-02-2013,17
09-02-2013,17
09-02-2013,12
09-02-2013,12
10-02-2013,20
10-02-2013,19
10-02-2013,12
10-02-2013,16
10-02-2013,17
10-02-2013,11
11-02-2013,7
11-02-2013,11
11-02-2013,3
11-02-2013,9
11-02-2013,10
12-02-2013,14
12-02-2013,18
12-02-2013,13
12-02-2013,6
12-02-2013,14
12-02-2013,13
13-02-2013,14
13-02-2013,12
13-02-2013,12
13-02-2013,11
13-02-2013,12
13-02-2013,16
13-02-2013,14
13-02-2013,15
14-02-2013,10
14-02-2013,12
14-02-2013,13
14-02-2013,16
14-02-2013,10
14-02-2013,12
14-02-2013,14
15-02-2013,19
15-02-2013,11
15-02-2013,14
15-02-2013,11
15-02-2013,13
15-02-2013,17
15-02-2013,9
15-02-2013,6
15-02-2013,5
16-02-2013,10
16-02-2013,25
16-02-2013,25
16-02-2013,17
16-02-2013,16
16-02-2013,10
17-02-2013,10
17-02-2013,21
17-02-2013,18
17-02-2013,26
17-02-2013,22
17-02-2013,20
17-02-2013,16
17-02-2013,19
17-02-2013,16
18-02-2013,16
18-02-2013,10
18-02-2013,10
18-02-2013,11
18-02-2013,13
18-02-2013,10
18-02-2013,5
18-02-2013,19
19-02-2013,9
19-02-2013,8
19-02-2013,8
19-02-2013,10
19-02-2013,4
19-02-2013,22
19-02-2013,11
19-02-2013,4
20-02-2013,12
20-02-2013,11
20-02-2013,21
20-02-2013,15
20-02-2013,10
20-02-2013,18
21-02-2013,13
21-02-2013,9
21-02-2013,15
21-02-2013,19
21-02-2013,10
21-02-2013,4
21-02-2013,17
22-02-2013,21
22-02-2013,12
22-02-2013,14
22-02-2013,18
22-02-2013,19
22-02-2013,11
23-02-2013,21
23-02-2013,10
23-02-2013,20
23-02-2013,16
23-02-2013,15
23-02-2013,15
23-02-2013,19
23-02-2013,11
24-02-2013,22
24-02-2013,21
24-02-2013,30
24-02-2013,11
24-02-2013,18
24-02-2013,20
25-02-2013,8
25-02-2013,7
25-02-2013,10
25-02-2013,16
25-02-2013,17
25-02-2013,15
25-02-2013,5
25-02-2013,7
26-02-2013,7
26-02-2013,13
26-02-2013,9
26-02-2013,18
26-02-2013,6
26-02-2013,16
26-02-2013,17
27-02-2013,16
27-02-2013,7
27-02-2013,11
27-02-2013,16
27-02-2013,7
27-02-2013,7
27-02-2013,19
27-02-2013,17
28-02-2013,15
28-02-2013,10
28-02-2013,9
28-02-2013,14
28-02-2013,9
28-02-2013,22
28-02-2013,16
01-03-2013,11
01-03-2013,7
01-03-2013,14
01-03-2013,27
01-03-2013,15
01-03-2013,29
01-03-2013,15
02-03-2013,23
02-03-2013,20
02-03-2013,31
02-03-2013,18
02-03-2013,18
02-03-2013,17
02-03-2013,19
02-03-2013,13
02-03-2013,19
03-03-2013,18
03-03-2013,28
03-03-2013,25
03-03-2013,20
03-03-2013,12
03-03-2013,11
03-03-2013,21
03-03-2013,14
04-03-2013,12
04-03-2013,25
04-03-2013,16
04-03-2013,11
04-03-2013,18
04-03-2013,15
04-03-2013,14
05-03-2013,13
05-03-2013,11
05-03-2013,22
05-03-2013,18
05-03-2013,19
06-03-2013,15
06-03-2013,17
06-03-2013,19
06-03-2013,14
06-03-2013,18
06-03-2013,16
06-03-2013,19
07-03-2013,14
07-03-2013,19
07-03-2013,11
07-03-2013,16
07-03-2013,28
07-03-2013,19
08-03-2013,19
08-03-2013,19
08-03-2013,9
08-03-2013,15
08-03-2013,13
08-03-2013,20
08-03-2013,15
08-03-2013,26
08-03-2013,7
08-03-2013,23
09-03-2013,15
09-03-2013,17
09-03-2013,19
09-03-2013,31
09-03-2013,8
09-03-2013,16
09-03-2013,19
09-03-2013,17
10-03-2013,11
10-03-2013,12
10-03-2013,21
10-03-2013,32
10-03-2013,16
10-03-2013,16
10-03-2013,17
11-03-2013,9
11-03-2013,12
11-03-2013,18
11-03-2013,21
11-03-2013,11
11-03-2013,17
12-03-2013,12
12-03-2013,24
12-03-2013,20
12-03-2013,19
12-03-2013,18
12-03-2013,13
13-03-2013,16
13-03-2013,22
13-03-2013,15
13-03-2013,21
13-03-2013,13
14-03-2013,14
14-03-2013,22
14-03-2013,15
14-03-2013,12
14-03-2013,22
14-03-2013,17
15-03-2013,14
15-03-2013,14
15-03-2013,12
15-03-2013,21
15-03-2013,28
15-03-2013,11
15-03-2013,13
15-03-2013,15
15-03-2013,17
16-03-2013,16
16-03-2013,10
16-03-2013,17
16-03-2013,21
16-03-2013,12
16-03-2013,13
16-03-2013,23
16-03-2013,12
16-03-2013,21
16-03-2013,16
17-03-2013,16
17-03-2013,13
17-03-2013,23
17-03-2013,22
17-03-2013,23
17-03-2013,24
17-03-2013,10
17-03-2013,20
18-03-2013,11
18-03-2013,15
18-03-2013,12
18-03-2013,11
18-03-2013,24
18-03-2013,12
18-03-2013,8
19-03-2013,15
19-03-2013,16
19-03-2013,16
19-03-2013,19
19-03-2013,14
19-03-2013,17
19-03-2013,14
19-03-2013,19
19-03-2013,8
20-03-2013,13
20-03-2013,14
20-03-2013,15
20-03-2013,22
20-03-2013,13
20-03-2013,20
20-03-2013,14
21-03-2013,20
21-03-2013,21
21-03-2013,20
21-03-2013,9
21-03-2013,15
21-03-2013,16
22-03-2013,21
22-03-2013,25
22-03-2013,10
22-03-2013,23
22-03-2013,13
22-03-2013,20
22-03-2013,15
22-03-2013,15
22-03-2013,28
23-03-2013,21
23-03-2013,14
23-03-2013,15
23-03-2013,17
23-03-2013,9
23-03-2013,17
23-03-2013,30
24-03-2013,16
24-03-2013,18
24-03-2013,13
24-03-2013,24
24-03-2013,26
24-03-2013,19
24-03-2013,30
24-03-2013,14
25-03-2013,6
25-03-2013,17
25-03-2013,15
25-03-2013,20
26-03-2013,18
26-03-2013,4
26-03-2013,16
26-03-2013,23
26-03-2013,20
26-03-2013,25
27-03-2013,16
27-03-2013,19
27-03-2013,8
27-03-2013,10
27-03-2013,12
28-03-2013,15
28-03-2013,19
28-03-2013,15
28-03-2013,21
28-03-2013,13
28-03-2013,22
28-03-2013,17
28-03-2013,14
29-03-2013,19
29-03-2013,11
29-03-2013,17
29-03-2013,21
29-03-2013,18
29-03-2013,24
29-03-2013,21
30-03-2013,26
30-03-2013,19
30-03-2013,26
30-03-2013,22
30-03-2013,21
30-03-2013,10
30-03-2013,12
31-03-2013,20
31-03-2013,23
31-03-2013,11
31-03-2013,23
31-03-2013,16
31-03-2013,25
31-03-2013,20
31-03-2013,20
01-04-2013,18
01-04-2013,16
01-04-2013,11
01-04-2013,12
01-04-2013,9
01-04-2013,15
01-04-2013,6
02-04-2013,20
02-04-2013,13
02-04-2013,19
02-04-2013,18
02-04-2013,17
02-04-2013,12
02-04-2013,22
02-04-2013,14
02-04-2013,29
02-04-2013,23
03-04-2013,24
03-04-2013,34
03-04-2013,15
03-04-2013,17
03-04-2013,25
03-04-2013,21
03-04-2013,15
03-04-2013,25
04-04-2013,30
04-04-2013,18
04-04-2013,20
04-04-2013,13
04-04-2013,21
04-04-2013,23
04-04-2013,22
04-04-2013,31
05-04-2013,20
05-04-2013,28
05-04-2013,10
05-04-2013,26
05-04-2013,22
05-04-2013,23
05-04-2013,17
06-04-2013,23
06-04-2013,18
06-04-2013,20
06-04-2013,20
06-04-2013,20
06-04-2013,36
07-04-2013,21
07-04-2013,17
07-04-2013,17
07-04-2013,28
07-04-2013,22
07-04-2013,27
07-04-2013,18
07-04-2013,31
08-04-2013,20
08-04-2013,17
08-04-2013,13
08-04-2013,10
08-04-2013,26
08-04-2013,19
08-04-2013,9
09-04-2013,17
09-04-2013,15
09-04-2013,13
09-04-2013,17
09-04-2013,12
09-04-2013,12
10-04-2013,19
10-04-2013,23
10-04-2013,12
10-04-2013,23
10-04-2013,16
11-04-2013,26
11-04-2013,22
11-04-2013,12
11-04-2013,16
11-04-2013,14
11-04-2013,17
11-04-2013,17
12-04-2013,20
12-04-2013,14
12-04-2013,16
12-04-2013,21
12-04-2013,22
12-04-2013,28
13-04-2013,16
13-04-2013,26
13-04-2013,12
13-04-2013,14
13-04-2013,24
13-04-2013,26
13-04-2013,21
13-04-2013,29
13-04-2013,25
14-04-2013,17
14-04-2013,23
14-04-2013,28
14-04-2013,22
14-04-2013,39
15-04-2013,14
15-04-2013,15
15-04-2013,14
15-04-2013,14
15-04-2013,20
15-04-2013,15
15-04-2013,16
15-04-2013,17
16-04-2013,24
16-04-2013,14
16-04-2013,17
16-04-2013,10
16-04-2013,6
16-04-2013,9
16-04-2013,19
17-04-2013,20
17-04-2013,15
17-04-2013,25
18-04-2013,21
18-04-2013,12
18-04-2013,23
18-04-2013,14
18-04-2013,19
18-04-2013,19
18-04-2013,29
18-04-2013,28
19-04-2013,29
19-04-2013,12
19-04-2013,22
19-04-2013,16
19-04-2013,19
19-04-2013,27
19-04-2013,23
19-04-2013,15
19-04-2013,20
20-04-2013,27
20-04-2013,23
20-04-2013,15
20-04-2013,22
20-04-2013,18
20-04-2013,28
21-04-2013,20
21-04-2013,34
21-04-2013,26
21-04-2013,20
21-04-2013,22
21-04-2013,29
21-04-2013,23
21-04-2013,19
21-04-2013,27
22-04-2013,13
22-04-2013,17
22-04-2013,7
22-04-2013,12
22-04-2013,7
23-04-2013,12
23-04-2013,22
23-04-2013,11
23-04-2013,31
23-04-2013,19
23-04-2013,12
23-04-2013,19
23-04-2013,16
24-04-2013,8
24-04-2013,27
24-04-2013,8
24-04-2013,16
24-04-2013,18
24-04-2013,30
24-04-2013,21
25-04-2013,14
25-04-2013,25
25-04-2013,24
25-04-2013,18
25-04-2013,25
25-04-2013,12
25-04-2013,31
25-04-2013,15
25-04-2013,15
26-04-2013,24
26-04-2013,29
26-04-2013,23
26-04-2013,13
26-04-2013,15
26-04-2013,26
26-04-2013,20
27-04-2013,22
27-04-2013,21
27-04-2013,21
27-04-2013,14
27-04-2013,35
27-04-2013,18
27-04-2013,25
27-04-2013,18
28-04-2013,20
28-04-2013,22
28-04-2013,15
28-04-2013,24
28-04-2013,15
28-04-2013,19
29-04-2013,12
29-04-2013,11
29-04-2013,9
29-04-2013,13
29-04-2013,19
29-04-2013,17
30-04-2013,20
30-04-2013,19
30-04-2013,23
30-04-2013,19
30-04-2013,13
01-05-2013,24
01-05-2013,16
01-05-2013,16
01-05-2013,29
01-05-2013,17
01-05-2013,14
02-05-2013,21
02-05-2013,13
02-05-2013,27
02-05-2013,19
02-05-2013,21
02-05-2013,31
03-05-2013,23
03-05-2013,22
03-05-2013,20
03-05-2013,28
03-05-2013,10
03-05-2013,21
03-05-2013,17
04-05-2013,29
04-05-2013,14
04-05-2013,34
04-05-2013,14
04-05-2013,31
04-05-2013,24
04-05-2013,23
05-05-2013,32
05-05-2013,10
05-05-2013,22
05-05-2013,14
05-05-2013,26
06-05-2013,22
06-05-2013,18
06-05-2013,20
06-05-2013,16
06-05-2013,18
06-05-2013,17
06-05-2013,18
06-05-2013,14
07-05-2013,23
07-05-2013,19
07-05-2013,32
07-05-2013,18
07-05-2013,18
07-05-2013,14
07-05-2013,15
08-05-2013,23
08-05-2013,12
08-05-2013,18
08-05-2013,23
08-05-2013,11
08-05-2013,17
08-05-2013,16
09-05-2013,16
09-05-2013,17
09-05-2013,31
09-05-2013,11
09-05-2013,12
09-05-2013,11
09-05-2013,31
10-05-2013,35
10-05-2013,28
10-05-2013,18
10-05-2013,31
10-05-2013,12
10-05-2013,16
10-05-2013,13
10-05-2013,28
11-05-2013,26
11-05-2013,28
11-05-2013,18
11-05-2013,32
11-05-2013,23
12-05-2013,19
12-05-2013,14
12-05-2013,16
12-05-2013,24
12-05-2013,18
12-05-2013,29
13-05-2013,13
13-05-2013,9
13-05-2013,15
13-05-2013,16
13-05-2013,20
13-05-2013,18
14-05-2013,11
14-05-2013,10
14-05-2013,23
14-05-2013,18
14-05-2013,17
14-05-2013,16
14-05-2013,35
14-05-2013,23
15-05-2013,16
15-05-2013,19
15-05-2013,15
15-05-2013,26
15-05-2013,26
16-05-2013,30
16-05-2013,9
16-05-2013,11
16-05-2013,26
16-05-2013,17
17-05-2013,21
17-05-2013,29
17-05-2013,14
17-05-2013,9
17-05-2013,16
18-05-2013,31
18-05-2013,18
18-05-2013,28
18-05-2013,32
18-05-2013,20
18-05-2013,27
18-05-2013,21
18-05-2013,15
19-05-2013,25
19-05-2013,28
19-05-2013,32
19-05-2013,21
19-05-2013,19
19-05-2013,28
19-05-2013,22
20-05-2013,28
20-05-2013,6
20-05-2013,19
20-05-2013,14
21-05-2013,14
21-05-2013,11
21-05-2013,22
21-05-2013,24
21-05-2013,15
21-05-2013,14
21-05-2013,17
22-05-2013,22
22-05-2013,14
22-05-2013,25
22-05-2013,26
22-05-2013,22
22-05-2013,25
22-05-2013,23
22-05-2013,13
23-05-2013,18
23-05-2013,18
23-05-2013,14
23-05-2013,31
23-05-2013,26
23-05-2013,34
23-05-2013,18
24-05-2013,22
24-05-2013,10
24-05-2013,21
24-05-2013,22
24-05-2013,23
24-05-2013,24
24-05-2013,31
24-05-2013,26
24-05-2013,16
25-05-2013,17
25-05-2013,25
25-05-2013,40
25-05-2013,28
25-05-2013,26
25-05-2013,16
25-05-2013,27
25-05-2013,24
25-05-2013,28
26-05-2013,31
26-05-2013,42
26-05-2013,22
26-05-2013,14
26-05-2013,21
26-05-2013,27
26-05-2013,29
27-05-2013,18
27-05-2013,18
27-05-2013,26
27-05-2013,15
27-05-2013,11
27-05-2013,7
27-05-2013,18
27-05-2013,22
28-05-2013,22
28-05-2013,17
28-05-2013,14
28-05-2013,20
28-05-2013,28
28-05-2013,13
28-05-2013,19
29-05-2013,12
29-05-2013,15
29-05-2013,22
29-05-2013,26
29-05-2013,10
29-05-2013,27
29-05-2013,9
30-05-2013,30
30-05-2013,20
30-05-2013,16
30-05-2013,26
30-05-2013,16
30-05-2013,14
30-05-2013,10
31-05-2013,22
31-05-2013,13
31-05-2013,25
31-05-2013,15
31-05-2013,27
01-06-2013,44
01-06-2013,26
01-06-2013,25
01-06-2013,26
01-06-2013,21
01-06-2013,29
01-06-2013,22
01-06-2013,16
02-06-2013,28
02-06-2013,44
02-06-2013,35
02-06-2013,21
02-06-2013,35
02-06-2013,22
02-06-2013,28
02-06-2013,23
02-06-2013,22
03-06-2013,22
03-06-2013,17
03-06-2013,19
03-06-2013,20
03-06-2013,26
03-06-2013,13
03-06-2013,12
04-06-2013,28
04-06-2013,16
04-06-2013,16
04-06-2013,15
04-06-2013,13
04-06-2013,24
04-06-2013,22
04-06-2013,22
05-06-2013,29
05-06-2013,12
05-06-2013,23
05-06-2013,23
05-06-2013,24
05-06-2013,19
06-06-2013,15
06-06-2013,16
06-06-2013,29
06-06-2013,9
06-06-2013,6
06-06-2013,29
06-06-2013,21
06-06-2013,26
06-06-2013,20
07-06-2013,23
07-06-2013,32
07-06-2013,30
07-06-2013,11
07-06-2013,24
07-06-2013,16
08-06-2013,28
08-06-2013,21
08-06-2013,22
08-06-2013,28
08-06-2013,20
08-06-2013,29
08-06-2013,31
09-06-2013,26
09-06-2013,22
09-06-2013,15
09-06-2013,29
09-06-2013,18
09-06-2013,38
09-06-2013,34
10-06-2013,9
10-06-2013,20
10-06-2013,20
10-06-2013,16
10-06-2013,17
10-06-2013,11
10-06-2013,17
10-06-2013,16
11-06-2013,19
11-06-2013,16
11-06-2013,26
11-06-2013,16
11-06-2013,18
12-06-2013,23
12-06-2013,21
12-06-2013,25
12-06-2013,21
12-06-2013,22
12-06-2013,26
13-06-2013,22
13-06-2013,16
13-06-2013,18
13-06-2013,28
13-06-2013,29
13-06-2013,22
13-06-2013,21
14-06-2013,22
14-06-2013,22
14-06-2013,16
14-06-2013,26
14-06-2013,12
14-06-2013,21
14-06-2013,33
14-06-2013,30
15-06-2013,22
15-06-2013,16
15-06-2013,20
15-06-2013,25
15-06-2013,23
15-06-2013,13
15-06-2013,26
15-06-2013,37
16-06-2013,30
16-06-2013,34
16-06-2013,21
16-06-2013,32
16-06-2013,23
16-06-2013,25
16-06-2013,10
16-06-2013,22
16-06-2013,24
17-06-2013,22
17-06-2013,13
17-06-2013,11
17-06-2013,22
17-06-2013,26
17-06-2013,25
17-06-2013,18
17-06-2013,26
18-06-2013,26
18-06-2013,17
18-06-2013,19
18-06-2013,22
18-06-2013,11
18-06-2013,25
19-06-2013,18
19-06-2013,24
19-06-2013,25
19-06-2013,26
19-06-2013,18
19-06-2013,28
20-06-2013,33
20-06-2013,30
20-06-2013,16
20-06-2013,15
20-06-2013,21
20-06-2013,19
20-06-2013,31
21-06-2013,28
21-06-2013,15
21-06-2013,18
21-06-2013,36
21-06-2013,30
21-06-2013,19
21-06-2013,25
22-06-2013,26
22-06-2013,30
22-06-2013,34
22-06-2013,23
22-06-2013,27
22-06-2013,28
22-06-2013,19
22-06-2013,13
22-06-2013,28
23-06-2013,24
23-06-2013,27
23-06-2013,19
23-06-2013,30
23-06-2013,29
24-06-2013,14
24-06-2013,27
24-06-2013,25
24-06-2013,21
24-06-2013,11
24-06-2013,22
24-06-2013,17
24-06-2013,20
24-06-2013,11
25-06-2013,13
25-06-2013,21
25-06-2013,32
25-06-2013,21
25-06-2013,21
25-06-2013,20
25-06-2013,16
26-06-2013,23
26-06-2013,27
26-06-2013,13
26-06-2013,17
26-06-2013,22
26-06-2013,10
27-06-2013,16
27-06-2013,23
27-06-2013,19
27-06-2013,24
27-06-2013,23
27-06-2013,24
27-06-2013,20
28-06-2013,23
28-06-2013,20
28-06-2013,12
28-06-2013,17
28-06-2013,22
28-06-2013,32
28-06-2013,16
29-06-2013,20
29-06-2013,22
29-06-2013,29
29-06-2013,33
29-06-2013,27
29-06-2013,28
29-06-2013,16
30-06-2013,29
30-06-2013,24
30-06-2013,20
30-06-2013,33
30-06-2013,28
30-06-2013,38
30-06-2013,21
01-07-2013,10
01-07-2013,23
01-07-2013,21
01-07-2013,20
01-07-2013,24
01-07-2013,24
02-07-2013,24
02-07-2013,21
02-07-2013,21
02-07-2013,17
02-07-2013,23
02-07-2013,13
02-07-2013,25
03-07-2013,26
03-07-2013,15
03-07-2013,18
03-07-2013,12
03-07-2013,20
03-07-2013,25
03-07-2013,15
04-07-2013,21
04-07-2013,25
04-07-2013,22
04-07-2013,14
04-07-2013,36
04-07-2013,25
05-07-2013,37
05-07-2013,17
05-07-2013,29
05-07-2013,26
05-07-2013,16
05-07-2013,22
05-07-2013,19
05-07-2013,42
06-07-2013,29
06-07-2013,25
06-07-2013,20
06-07-2013,18
06-07-2013,16
06-07-2013,14
06-07-2013,33
07-07-2013,25
07-07-2013,31
07-07-2013,28
07-07-2013,21
07-07-2013,34
07-07-2013,31
07-07-2013,16
08-07-2013,16
08-07-2013,20
08-07-2013,17
08-07-2013,22
08-07-2013,27
08-07-2013,22
09-07-2013,29
09-07-2013,28
09-07-2013,15
09-07-2013,9
09-07-2013,32
09-07-2013,23
10-07-2013,11
10-07-2013,20
10-07-2013,28
10-07-2013,24
10-07-2013,29
10-07-2013,30
10-07-2013,22
10-07-2013,14
11-07-2013,24
11-07-2013,23
11-07-2013,36
11-07-2013,25
11-07-2013,20
12-07-2013,40
12-07-2013,26
12-07-2013,38
12-07-2013,20
12-07-2013,19
12-07-2013,29
12-07-2013,22
13-07-2013,21
13-07-2013,20
13-07-2013,34
13-07-2013,22
13-07-2013,38
13-07-2013,21
14-07-2013,34
14-07-2013,29
14-07-2013,19
14-07-2013,38
14-07-2013,19
14-07-2013,17
15-07-2013,27
15-07-2013,24
15-07-2013,18
15-07-2013,29
15-07-2013,15
16-07-2013,26
16-07-2013,21
16-07-2013,27
16-07-2013,12
16-07-2013,24
16-07-2013,19
16-07-2013,12
17-07-2013,21
17-07-2013,32
17-07-2013,15
17-07-2013,16
17-07-2013,24
17-07-2013,17
17-07-2013,31
17-07-2013,16
17-07-2013,19
18-07-2013,17
18-07-2013,33
18-07-2013,34
18-07-2013,21
18-07-2013,17
18-07-2013,30
18-07-2013,13
18-07-2013,30
19-07-2013,14
19-07-2013,32
19-07-2013,31
19-07-2013,28
19-07-2013,13
19-07-2013,29
19-07-2013,35
20-07-2013,26
20-07-2013,22
20-07-2013,27
20-07-2013,34
20-07-2013,12
20-07-2013,26
20-07-2013,24
21-07-2013,40
21-07-2013,35
21-07-2013,21
21-07-2013,28
21-07-2013,26
21-07-2013,12
21-07-2013,34
22-07-2013,22
22-07-2013,19
22-07-2013,13
22-07-2013,18
22-07-2013,10
22-07-2013,30
22-07-2013,16
22-07-2013,21
22-07-2013,18
23-07-2013,26
23-07-2013,21
23-07-2013,18
23-07-2013,14
23-07-2013,17
23-07-2013,14
24-07-2013,24
24-07-2013,13
24-07-2013,16
24-07-2013,27
24-07-2013,28
24-07-2013,21
24-07-2013,22
24-07-2013,21
25-07-2013,32
25-07-2013,25
25-07-2013,11
25-07-2013,33
25-07-2013,21
25-07-2013,12
25-07-2013,36
25-07-2013,23
26-07-2013,30
26-07-2013,28
26-07-2013,25
26-07-2013,14
26-07-2013,22
26-07-2013,30
26-07-2013,31
27-07-2013,24
27-07-2013,32
27-07-2013,18
27-07-2013,20
27-07-2013,29
27-07-2013,19
27-07-2013,45
27-07-2013,17
28-07-2013,25
28-07-2013,20
28-07-2013,22
28-07-2013,29
28-07-2013,30
29-07-2013,8
29-07-2013,22
29-07-2013,24
29-07-2013,22
29-07-2013,13
29-07-2013,17
30-07-2013,24
30-07-2013,26
30-07-2013,27
30-07-2013,16
30-07-2013,10
30-07-2013,24
30-07-2013,14
31-07-2013,23
31-07-2013,27
31-07-2013,29
31-07-2013,23
01-08-2013,21
01-08-2013,23
01-08-2013,23
01-08-2013,11
01-08-2013,21
01-08-2013,15
01-08-2013,28
01-08-2013,23
02-08-2013,21
02-08-2013,22
02-08-2013,16
02-08-2013,14
02-08-2013,19
03-08-2013,22
03-08-2013,30
03-08-2013,14
03-08-2013,30
03-08-2013,30
03-08-2013,22
04-08-2013,23
04-08-2013,16
04-08-2013,30
04-08-2013,26
04-08-2013,21
04-08-2013,26
04-08-2013,17
04-08-2013,20
04-08-2013,32
05-08-2013,17
05-08-2013,24
05-08-2013,16
05-08-2013,18
05-08-2013,14
05-08-2013,18
05-08-2013,12
05-08-2013,27
05-08-2013,14
06-08-2013,30
06-08-2013,15
06-08-2013,11
06-08-2013,19
06-08-2013,14
06-08-2013,27
07-08-2013,18
07-08-2013,24
07-08-2013,30
07-08-2013,27
07-08-2013,17
07-08-2013,24
07-08-2013,24
07-08-2013,17
07-08-2013,13
08-08-2013,20
08-08-2013,23
08-08-2013,12
08-08-2013,21
08-08-2013,18
08-08-2013,12
08-08-2013,15
08-08-2013,18
09-08-2013,30
09-08-2013,17
09-08-2013,8
09-08-2013,21
09-08-2013,19
09-08-2013,12
